Organization,Camp Name,Start Date,End Date,Days,Start Time,End Time,Location,Age Range,Grade Range,Price,Description
Club SciKidz Dallas,Jr. Veterinary Medicine,07/14/2025,07/18/2025,M - F,9:00 AM,4:00 PM,Ridgewood Park United Methodist Church,3-14,1st to 3rd,$395.00,""" One of our BEST sellers from 2024!

Emergency Vet is a camper favorite, and we've been receiving requests for years to create a “Vet Camp” for our younger campers. We are excited to offer Jr. Vet, a brand-new camp for campers going into grade 1st through 3rd this summer!

Campers will begin learning about what a vet is and what they do. They will learn the basic anatomy of and care for both cats and dogs, as well as more advanced care like stitches and broken bones. They'll also spend time learning about the different body systems, including the circulatory, respiratory, and skeleton systems, by creating and making models of these important systems. Campers will even have a visit from a real dog where they will get to practice what they have been learning! Throughout the week, your aspiring veterinarian will do 20 different and engaging hands-on activity and projects! At the end of the week, all campers will bring home their Future Veterinarian Kit and first aid supply kit.

There is a $10 lab fee for this camp due to the extraordinary amount of supplies needed.

Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Jr. Video Game Maker,07/14/2025,07/18/2025,M - F,9:00 AM,4:00 PM,Lovers Lane United Methodist Church,3-14,1st to 3rd,$385.00,"""Campers will be using a software program from MIT called Scratch. The program was designed for children, and teaches them the basics of programing as they create animated stories, video games, and interactive artwork.

Using colorful programming blocks, campers drag and “snap” together the blocks to make a character (Sprite) walk, speak, play music, or interact with other sprites.

Since computer programming is considered the new literacy, young people now have an opportunity to put together multimedia programs without any previous programming knowledge. As children create with Scratch, they learn to think creatively, work collaboratively, and reason systematically.

*Formerly known as Camp Jr. Video Game Maker

**Campers will need to bring a USB drive to the camp**

Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Jurassic,07/14/2025,07/18/2025,M - F,9:00 AM,4:00 PM,Walnut Hill Church,3-14,Pre-K to K,$385.00,"""Dinosaurs may be extinct, but they are very much alive in Camp Jurassic! Campers learn about a variety of dinosaurs and their habitats. Rocks, minerals and fossils are studied along with a variety of related projects. These may include making a dinosaur model, panning for gems and minerals, building a volcano, casting a sea shell fossil, and a dinosaur dig. Special emphasis is placed on observation, inference, data collection, and just plain old fun! This is Geology 101!

Please note: all campers MUST be 4 years old by the start of their camp week and must be completely potty-trained (please read more HERE).

Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@cskdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Lego Robotics with Mindstorm EV3,07/14/2025,07/18/2025,M - F,9:00 AM,4:00 PM,Lovers Lane United Methodist Church,3-14,4th to 7th,$385.00,"""Using LEGO’s newest Mindstorms EV3 robots, campers are introduced to robotics with a very current and real-world theme! Campers will work in teams of 3 as scientists and engineers as they progress through a set of lessons, challenges, and projects that fully integrate science, technology, engineering, and math concepts, while prompting creative problem solving, communication, and teamwork.

Campers will learn the basics of gears to help them apply physical science and math principles to build effective robots. They will also progress through a series of missions in which they investigate, observe, calculate, and apply their knowledge to solve specific tasks.

Our engineers will conduct research as they explore, plan, and develop three fundamental challenges NASA engineers and scientists are working to solve: How to endure humans can survive in space; how humans can create energy in space; and how robots can help humans explore space.

Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Lego Robotics with Mindstorm EV3,07/14/2025,07/18/2025,M - F,9:00 AM,4:00 PM,One Community Church- Plano,3-14,4th to 7th,$385.00,"""Using LEGO’s newest Mindstorms EV3 robots, campers are introduced to robotics with a very current and real-world theme! Campers will work in teams of 3 as scientists and engineers as they progress through a set of lessons, challenges, and projects that fully integrate science, technology, engineering, and math concepts, while prompting creative problem solving, communication, and teamwork.

Campers will learn the basics of gears to help them apply physical science and math principles to build effective robots. They will also progress through a series of missions in which they investigate, observe, calculate, and apply their knowledge to solve specific tasks.

Our engineers will conduct research as they explore, plan, and develop three fundamental challenges NASA engineers and scientists are working to solve: How to endure humans can survive in space; how humans can create energy in space; and how robots can help humans explore space.

Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Lego WeDo Robotics,07/14/2025,07/18/2025,M - F,9:00 AM,4:00 PM,Walnut Hill Church,3-14,1st to 3rd,$385.00,"""Campers get a head start on simple robotics using LEGO® WeDo™ components and easy to use software. Our young creators will build models, attach sensors, and motors that are plugged into a computer, and configure behaviors using a simple programming tool. Counselors guide campers through their first 12 robot models, which include a variety of animals, amazing mechanisms, and adventure stories.

If ready, campers then move to advanced building and programming projects that may include: a prosthetic hand, a moon rover, race car, a ferris wheel, or a carousel. As the week draws to a close, campers are challenged with creative builds and fun games. Campers will also complete a small LEGO® project that they will be able to take home.

Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Little Chemist,07/14/2025,07/18/2025,M - F,9:00 AM,4:00 PM,Lovers Lane United Methodist Church,3-14,Pre-K to K,$385.00,"""It is time for Glues, Brews, and Goos! From our stockpile of hundreds of recipes and formulas, we have chosen our top favorite chemistry activities. Campers will love digging into and examining the results of these crazy chemical concoctions! Sample projects include: Blob Explosions, Funny Putty, Magic Bubble Paint, Make your own Chewing Gum.

In addition: Campers will create several other wacky, wild, and crazy concoctions! Our Little Chemists will realize the importance of measurement and sequencing as they use a taco sauce creation to clean pennies and investigate candy chromatography.

*Please note: all campers MUST be 4 years old by the start of their camp week and must be completely potty-trained (please read more in our FAQ's).

Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Little Maker,07/14/2025,07/18/2025,M - F,9:00 AM,4:00 PM,Lovers Lane United Methodist Church,3-14,Pre-K to K,$385.00,"""Does your 4 or 5 year old enjoy making all sorts of creations with random items from your home? In camp Little Maker, we harness that innovation to help campers complete 4 exciting projects each day. Many of the build projects are supported with some of the finest inspirational children’s literature available, such as “Rosie Revere Engineer,” “Iggy Peck Architect”, “Interstellar Cinderella” and even “The Three Little Pigs.” All the elements of STEM are included in this camp.

Building projects incorporate LEGO, Knex, and Keva construction materials. Our Little Makers will even perform a spectacular chemistry experiments, build a solar night light, grow plants, launch rockets, create some yummy octopi cupcakes, build a terrarium, create ocean slime, design an animal track game, and more!

*Please note: all campers MUST be 4 years old by the start of their camp week and must be completely potty-trained (please read more HERE).

Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@cskdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Little Scientist,07/14/2025,07/18/2025,M - F,9:00 AM,4:00 PM,Ridgewood Park United Methodist Church,3-14,Pre-K to K,$385.00,"""This unique camp will offer an incredible collection of projects and experiments that will amuse and amaze your little scientist! By being involved with several hands-on activities your child will explore the basic scientific ideas that play a role in everyday life.  Sample Projects include Stomp Rockets, Glowing Firefly, Edible Oceans, Marshmallow Catapults, Growing Radish Head, and Beeswax Candle.

In addition:
Campers will create and experiment with several other projects in the course of the week. This is a broad topic camp that teaches campers how the scientific method helps give us the answers to our many questions.

*Please note: all campers MUST be 4 years old by the start of their camp week and must be COMPLETELY POTTY TRAINED (please read more in our FAQ's).

Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Little Zookeeper,07/14/2025,07/18/2025,M - F,9:00 AM,4:00 PM,One Community Church- Plano,3-14,Pre-K to K,$385.00,"""NEW in 2025!
Does your little learner love to know everything there is to know about the animals of the world? If so, this camp is for YOU!

Camp Little Zookeeper is a theme made for our PreK and Kindergarten aged campers. During this week, campers will explore 5 of the main biomes that make up our globe and the animals that inhabit them. These biomes are: Savannas, Arctic Tundra, Aquatic, Desert, and Rainforest. The daily lessons will really lean into each biome and allow campers to feel immersed in the environment.

A few sample experiments that your camper will experience are making animal prints, creating a mason jar aquarium, building an arctic suncatcher, and so much more!

Registration closes at 11:59pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Marvel Moviemaker,07/14/2025,07/18/2025,M - F,9:00 AM,4:00 PM,Walnut Hill Church,3-14,1st to 3rd,$385.00,"""Whether you’re Team Iron Man, Team Hulk or Team Captain America, this camp will make you feel like a super hero! Join forces with Thor as you make your own Thor hammer, look the part as you make Black Panther Kimoyo Beads to wear, and show your patriotic pride by making a Captain America Planter! But the fun and world-saving doesn’t stop there!

You’ll be making your very own Marvel movie using stop motion animation (sometimes called ""claymation""). You’ll begin by learning the history of animation and discover some of the tricks of the trade as you create your characters and give your favorite Marvel characters a brand new adventure. You’ll use the computer program ZU3D to bring your pictures to life and give Marvel a whole new chapter. Are you up for the challenge?

*Campers need a USB drive- available for purchase during registration or onsite at camp*

Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Pokemon Professors,07/14/2025,07/18/2025,M - F,9:00 AM,4:00 PM,Lovers Lane United Methodist Church,3-14,1st to 3rd,$385.00,"""Come join us for your next Pokémon adventure! Not only is your goal to “catch ’em all”, but you’ll also be applying scientific theories and conducting experiments along the way. Throughout this new adventure, you’ll meet Pokémon of all types and conduct hands-on science experiments that grant insight into the wonderful world of Pokémon.

Camper activities include:
A chemical reaction Pokémon hatching
Catapult launching to catch your very own Pokémon
Exploring the effectiveness of Pikachu’s electricity
Observing Bug Pokémon and the real insects and organisms they resemble
Reflect on the 3 states of matter with Ditto Slime, and much more.
Are you ready for your greatest Pokémon adventure yet??

Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Robot Engineer - Arm,07/14/2025,07/18/2025,M - F,9:00 AM,4:00 PM,Walnut Hill Church,3-14,4th to 7th,$385.00,"""With the OWI, Inc. Robotic Arm Edge 197 piece robot, campers will command the gripper to open and close, with a wrist motion of 120 degrees, an extensive elbow range of 300 degrees, base rotation of 270 degrees, base motion of 180 degrees, vertical reach of 15 inches, horizontal reach of 12.6 inches, and lifting capacity of 100g. WOW! Some of the added features include a search light design on the gripper and a safety gear audible indicator is included on all five gear boxes to prevent any potential injury or gear breakage during operation.

The second robot your camper will build is a multi-function solar powered robot from our partner Nasco called the SolarBot. If your children are glued to smart-phones, give them an opportunity to acquire solar power knowledge, learn about mechanical transmissions, and get them outside to play. Using a compact solar panel, these bots harness energy from the sun to power an electric motor. Campers can build a drummer that marches along, beating a drum, an armadillo robot that does somersaults, a bug that crawls on six legs, and more. Amazingly, you might find yourself engaged in conversation with your child, thanks to their newly acquired “expertise”!


Both of these robot kits allow campers to create and recreate: Put it together, take it apart, make another module…It’s all about flexibility, problem solving, and intelligent thinking. But luckily, kids don’t have to be advanced engineers to create and achieve. With both robots, they learn as they play!

If times allows, campers will learn how to solder on Friday with the help of the perennial favorite “Blinky Robot.” Your camper will have a blast learning how to build their robots- they’ll be SO proud to show off their hard work on Friday!

Registration closes at 11:59pm Friday before this camp begins. For late registrations, please email us at hello@cskdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Sea Adventure,07/14/2025,07/18/2025,M - F,9:00 AM,4:00 PM,One Community Church- Plano,3-14,1st to 3rd,$385.00,"""Calling all future marine biologists and pirate enthusiasts! Join us as we sail away on our pirate adventure and explore the crystal blue oceans searching for sea life, gold, gems, and of course some buried treasure! Oceanography was never this much fun!  Sample projects include: Map Making and Orienteering, Knot Tying, Shark Tooth Necklace,  make Mermaid Slime, build a model ship, go on a Treasure Hunt....for a total of 20 make and take projects.  Arrrrrrrg! Welcome Me Hearties!

Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Young Scientist,07/14/2025,07/18/2025,M - F,9:00 AM,4:00 PM,Ridgewood Park United Methodist Church,3-14,4th to 7th,$395.00,"""NEW in 2025!

Camp Young Scientist is a comprehensive survey covering the topics of Anatomy to Zoology. Camper’s experiment and complete projects in human anatomy, botany, rocks and minerals, robotics, space, and electronics. This camp is perfect for your camper who just LOVES everything science.

Campers engage in 15-20 projects each week including:

Maker Space Workshop
Creating Biodegradable plastics
Candy DNA
Clean Water Science
Propeller Powered Car
Galaxy Painting
Toybox Science
Frog Dissection
Paracord Survival bracelet
Go Fly a Kite!
Build a weather station
Building a solar oven
Save the bees garden and bracelet

There is a $10 lab fee due to the large amount of supplies needed for this camp.

Registration closes at 11:59pm Friday before this camp begins. For late registrations, please email us at hello@cskdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Crazy Contraptions,07/21/2025,07/25/2025,M - F,9:00 AM,4:00 PM,Ridgewood Park United Methodist Church,3-14,4th to 7th,$395.00,"""Welcome to Camp Crazy Contraptions, where young engineers aged 9-13 embark on an exciting journey into the world of mechanical engineering! Our camp offers engaging activities and experiments that ignite curiosity and foster teamwork while exploring the principles of engineering.

In Crazy Contraptions, campers will get to experience blue printing, collaboration, and important life lessons like persevering through failures, and celebrating successes.

Some of the topics covered in this camp are Newton’s Laws of Motion, physics, energy, and much more. This is a hands-on camp and extremely collaborative. Campers will use Keva Planks, engineering kits, and your everyday household items to complete the different challenges ahead.

Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@cskdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Emergency Vet,07/21/2025,07/25/2025,M - F,9:00 AM,4:00 PM,Walnut Hill Church,3-14,4th to 7th,$405.00,"Session Options
(Optional items chosen later in registration)
Pre-Camp (Begins at 8:00 AM) View More $30.00
Post-Camp (Ends at 5:30 PM) - Only with Full Day Registration View More $45.00"
Club SciKidz Dallas,Grossology,07/21/2025,07/25/2025,M - F,9:00 AM,4:00 PM,One Community Church- Plano,3-14,1st to 3rd,$385.00,"""Campers will discover loads of horribly fun & gross experiments! Projects focus on blood, bones and body bits! This is science with the squishy bits left in it! Tons of chemistry and biology for the aspiring doctor or scientist! Grossologists will indulge in many other sickening body experiments. This is our most disgusting camp! Sample Projects include Bulging Bag of Brains, Simulated Snot, Baby Diaper Dissection, Eyeball Acrobatics, Bird Barf...and we are only getting started!

Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Jr. Meteorologist,07/21/2025,07/25/2025,M - F,9:00 AM,4:00 PM,Walnut Hill Church,3-14,1st to 3rd,$385.00,"""Campers will become meteorologists for the week and discover why our weather changes! Our Young Meteorologists will measure and record rainfall, create a water cycle wheel, build a weather station, learn about the Greenhouse Effect, create a terrarium, design their own tornadoes, create “snow” during the summer and more! Before you know it, your Young Meteorologist will be on the 6 o’clock news doing the weather!

In addition: Campers will end the week demonstrating the three states of matter by making and eating some delicious ice cream. Throughout the week they will take home projects that include: sun prints, UV beads, a wind vane, anemometer, and a very cool rain stick!


Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@cskdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Jr. Physician,07/21/2025,07/25/2025,M - F,9:00 AM,4:00 PM,One Community Church- Plano,3-14,1st to 3rd,$385.00,"""Make NO bones about it; this camp is for the aspiring “Young Physician”. Campers will learn that their bodies are miles of blood vessels, hundreds of muscles, many thousands of hairs, a furnace, a filter, AND a fancy computer! Your Young Physician will really have a pulse on the human body with this camp. Campers receive their own stethoscope and percussion hammer.

If there is a future doctor in your house-this is the camp for them!

Sample Projects: Building a Lung Model! Testing for Germs! Build a Spinal Column! Skin Prints! Experiments in Anatomy and Physiology!

Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Jr. Physician,07/21/2025,07/25/2025,M - F,9:00 AM,4:00 PM,Walnut Hill Church,3-14,1st to 3rd,$385.00,"""Make NO bones about it; this camp is for the aspiring “Young Physician”. Campers will learn that their bodies are miles of blood vessels, hundreds of muscles, many thousands of hairs, a furnace, a filter, AND a fancy computer! Your Young Physician will really have a pulse on the human body with this camp. Campers receive their own stethoscope and percussion hammer.

If there is a future doctor in your house-this is the camp for them!

Sample Projects: Building a Lung Model! Testing for Germs! Build a Spinal Column! Skin Prints! Experiments in Anatomy and Physiology!

Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Jr. Scientist,07/21/2025,07/25/2025,M - F,9:00 AM,4:00 PM,Ridgewood Park United Methodist Church,3-14,1st to 3rd,$385.00,"""Fun and excitement is fostered by great lessons and hands-on experiments! Our Jr. Scientist camp covers a broad range of fun and exciting science topics in Chemistry, Earth Science, Life Science, Physical Science, and Lab Process Skills. It is by far our most popular summer science camp experience in this age category. Your camper will enjoy the 20 make-and-take projects, and that makes for a fantastic STEM summer!  A $15 lab fee is included in the camp tuition due to the extraordinary amount of supplies for this camp. This camp is formerly known as ""Young Scientist.""

Sample Projects:
Grow - Beast Experiment! Wacky Window Paint! Super Bouncing Balls! Optic Wonders! Wurmz and Dirt! Diving Submarines!

Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Jr. Veterinary Medicine,07/21/2025,07/25/2025,M - F,9:00 AM,4:00 PM,Lovers Lane United Methodist Church,3-14,1st to 3rd,$395.00,""" One of our BEST sellers from 2024!

Emergency Vet is a camper favorite, and we've been receiving requests for years to create a “Vet Camp” for our younger campers. We are excited to offer Jr. Vet, a brand-new camp for campers going into grade 1st through 3rd this summer!

Campers will begin learning about what a vet is and what they do. They will learn the basic anatomy of and care for both cats and dogs, as well as more advanced care like stitches and broken bones. They'll also spend time learning about the different body systems, including the circulatory, respiratory, and skeleton systems, by creating and making models of these important systems. Campers will even have a visit from a real dog where they will get to practice what they have been learning! Throughout the week, your aspiring veterinarian will do 20 different and engaging hands-on activity and projects! At the end of the week, all campers will bring home their Future Veterinarian Kit and first aid supply kit.

There is a $10 lab fee for this camp due to the extraordinary amount of supplies needed.

Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Jr. Video Game Maker,07/21/2025,07/25/2025,M - F,9:00 AM,4:00 PM,Walnut Hill Church,3-14,1st to 3rd,$385.00,"""Campers will be using a software program from MIT called Scratch. The program was designed for children, and teaches them the basics of programing as they create animated stories, video games, and interactive artwork.

Using colorful programming blocks, campers drag and “snap” together the blocks to make a character (Sprite) walk, speak, play music, or interact with other sprites.

Since computer programming is considered the new literacy, young people now have an opportunity to put together multimedia programs without any previous programming knowledge. As children create with Scratch, they learn to think creatively, work collaboratively, and reason systematically.

*Formerly known as Camp Jr. Video Game Maker

**Campers will need to bring a USB drive to the camp**

Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Lego WeDo + Scratch Coding,07/21/2025,07/25/2025,M - F,9:00 AM,4:00 PM,One Community Church- Plano,3-14,1st to 3rd,$385.00,"""NEW in 2025!

Campers get to blend two of our favorite tech based camp themes into one exciting week of learning. The lessons taught in Lego WeDo + Scratch Coding will not just focus on Lego coding separate from Scratch video game creation, but it also allow the two to come together!

Lego WeDo is an easy-to-learn software that will help walk the campers through a variety of build creations. Scratch is coding program that helps learners of all ages build and play their very own video game creations!

Campers do not need any prior coding skills as this is a beginner friendly class. If your camper loves video games and Legos, then this will be the ideal camp for them!

Registration closes at 11:59pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Lego WeDo Robotics,07/21/2025,07/25/2025,M - F,9:00 AM,4:00 PM,Lovers Lane United Methodist Church,3-14,1st to 3rd,$385.00,"""Campers get a head start on simple robotics using LEGO® WeDo™ components and easy to use software. Our young creators will build models, attach sensors, and motors that are plugged into a computer, and configure behaviors using a simple programming tool. Counselors guide campers through their first 12 robot models, which include a variety of animals, amazing mechanisms, and adventure stories.

If ready, campers then move to advanced building and programming projects that may include: a prosthetic hand, a moon rover, race car, a ferris wheel, or a carousel. As the week draws to a close, campers are challenged with creative builds and fun games. Campers will also complete a small LEGO® project that they will be able to take home.

Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Little Builder,07/21/2025,07/25/2025,M - F,9:00 AM,4:00 PM,Lovers Lane United Methodist Church,3-14,Pre-K to K,$385.00,"""This is the perfect “STEAM” camp for the 4 and 5-year-old LEGO builder, as we introduce science, coding, engineering, and design technology concepts using LEGO’s Tech Machines and Coding Express educational sets. Campers build fun and simple models such as a rolling vehicle, a rocket ship, a raft and many more. By building these devices campers are exposed to the concept of simple machines such as levers, gears, and wheels and axles while exploring energy, buoyancy, and balance. We even bring along our favorite character “Rosie Revere, Engineer” for some fun- as seen in Netflix’s popular “Ada Twist, Scientist” series. For extra excitement, campers learned basic coding concepts as they build a train and make it follow commands around the village. Campers will also be able to complete a small LEGO building project that they will be able to take home!

*Please note: all campers MUST be 4 years old by the start of their camp week and must be completely potty-trained (please read more HERE)

Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@cskdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Little Builder,07/21/2025,07/25/2025,M - F,9:00 AM,4:00 PM,One Community Church- Plano,3-14,Pre-K to K,$385.00,"""This is the perfect “STEAM” camp for the 4 and 5-year-old LEGO builder, as we introduce science, coding, engineering, and design technology concepts using LEGO’s Tech Machines and Coding Express educational sets. Campers build fun and simple models such as a rolling vehicle, a rocket ship, a raft and many more. By building these devices campers are exposed to the concept of simple machines such as levers, gears, and wheels and axles while exploring energy, buoyancy, and balance. We even bring along our favorite character “Rosie Revere, Engineer” for some fun- as seen in Netflix’s popular “Ada Twist, Scientist” series. For extra excitement, campers learned basic coding concepts as they build a train and make it follow commands around the village. Campers will also be able to complete a small LEGO building project that they will be able to take home!

*Please note: all campers MUST be 4 years old by the start of their camp week and must be completely potty-trained (please read more HERE)

Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@cskdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Little Scientist,07/21/2025,07/25/2025,M - F,9:00 AM,4:00 PM,Walnut Hill Church,3-14,Pre-K to K,$385.00,"""This unique camp will offer an incredible collection of projects and experiments that will amuse and amaze your little scientist! By being involved with several hands-on activities your child will explore the basic scientific ideas that play a role in everyday life.  Sample Projects include Stomp Rockets, Glowing Firefly, Edible Oceans, Marshmallow Catapults, Growing Radish Head, and Beeswax Candle.

In addition:
Campers will create and experiment with several other projects in the course of the week. This is a broad topic camp that teaches campers how the scientific method helps give us the answers to our many questions.

*Please note: all campers MUST be 4 years old by the start of their camp week and must be COMPLETELY POTTY TRAINED (please read more in our FAQ's).

Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Little Space Explorer,07/21/2025,07/25/2025,M - F,9:00 AM,4:00 PM,Lovers Lane United Methodist Church,3-14,Pre-K to K,$385.00,"""Is your Little Space Explorer ready to blast off and explore what lies beyond our planet?? Kids of all ages love space, so that’s why we created Little Space Explorer for our 4 &5 year old campers! We all remember watching the launch of space rockets from NASA, the first steps by man on the moon, watching astronauts float in zero gravity and of course those bulky but futuristic space suits. Campers will become astronauts in training as they learn about and participate in hands on activities about the sun, moon, planets, and the life of an astronaut. Projects include Making Moon Sand, Fizzing Planets, creating a galaxy, participating in an astronaut obstacle course, and many more.

*Please Note: all campers MUST be 4 years old by the start of their camp week and must be COMPLETELY POTTY TRAINED (read more in our FAQ's).

Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Mini Medical School,07/21/2025,07/25/2025,M - F,9:00 AM,4:00 PM,Ridgewood Park United Methodist Church,3-14,Pre-K to K,$395.00,""" One of our BEST sellers from 2024!

Mini Medical School will introduce campers to the career of being a doctor and all that it entails. They'll practice bandaging the boos-boos of their stuffed animal and caring for the patient, and They'll even get their own medical and first aid kit to bring home at the end of the week! Campers will also be learning about some of the different body systems and organs that keep our bodies alive and functioning. They'll make their own stethoscope and inflatable lungs and models of the heart and the human eyeball! They will even learn about x-rays and learn how doctors use them to figure out if there is a “boo boo” that we can’t see from the outside of the body. Each lesson consists of an engaging hands-on activity or experiment where campers will not only learn but have fun.


Throughout the week, different picture books will be integrated into the lessons, bringing reading and literature into the camp, allowing campers to see, hear, and experience the material."""
Club SciKidz Dallas,Sea Adventure,07/21/2025,07/25/2025,M - F,9:00 AM,4:00 PM,Lovers Lane United Methodist Church,3-14,1st to 3rd,$385.00,"""Calling all future marine biologists and pirate enthusiasts! Join us as we sail away on our pirate adventure and explore the crystal blue oceans searching for sea life, gold, gems, and of course some buried treasure! Oceanography was never this much fun!  Sample projects include: Map Making and Orienteering, Knot Tying, Shark Tooth Necklace,  make Mermaid Slime, build a model ship, go on a Treasure Hunt....for a total of 20 make and take projects.  Arrrrrrrg! Welcome Me Hearties!

Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Video Game Maker,07/21/2025,07/25/2025,M - F,9:00 AM,4:00 PM,Lovers Lane United Methodist Church,3-14,4th to 7th,$385.00,"""Does your child enjoy playing games like the Legend of Zelda, Super Mario RPG, or Costume Quest? Now they can make role-playing games come to life! Our Video Game Maker camp shows campers how to create their very own epic role-playing game where they can battle fierce monsters prowling in a dungeon or a secret world. Campers will learn what RPG is, the history of RPG, learn about the classic “Hero’s Journey,” all the best tips for storyline development, the character, and all aspects of the game.

Club SciKidz uses RPG Maker VXAce which features:

A drag-drop interface
Library of characters
Tile-based environments
Enhanced map editor
Built-in character generator with custom sprites and faces
Custom items and weapons
Full inventory of weapons and armor
Once you have finished your project you can export your game to a portable EXE file that can be played on any Windows system. You can share it with your friends, your family, or even the Internet. Come join us as we bring those characters to life!

*Please have your campers bring a USB drive to camp*

Registration closes at 11:59pm Friday before this camp begins. For late registrations, please email us at hello@cskdallas.com. Late registration fee of $20 will apply."
Club SciKidz Dallas,Young Scientist,07/21/2025,07/25/2025,M - F,9:00 AM,4:00 PM,One Community Church- Plano,3-14,4th to 7th,$395.00,"""NEW in 2025!

Camp Young Scientist is a comprehensive survey covering the topics of Anatomy to Zoology. Camper’s experiment and complete projects in human anatomy, botany, rocks and minerals, robotics, space, and electronics. This camp is perfect for your camper who just LOVES everything science.

Campers engage in 15-20 projects each week including:

Maker Space Workshop
Creating Biodegradable plastics
Candy DNA
Clean Water Science
Propeller Powered Car
Galaxy Painting
Toybox Science
Frog Dissection
Paracord Survival bracelet
Go Fly a Kite!
Build a weather station
Building a solar oven
Save the bees garden and bracelet

There is a $10 lab fee due to the large amount of supplies needed for this camp.

Registration closes at 11:59pm Friday before this camp begins. For late registrations, please email us at hello@cskdallas.com. Late registration fee of $20 will apply."""
